age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
46,self-employed,married,tertiary,no,0,yes,yes,cellular,17,nov,258,1,-1,0,unknown,no
38,technician,married,secondary,no,1931,no,no,cellular,2,jun,167,1,298,10,other,no
39,blue-collar,married,secondary,no,366,yes,no,cellular,28,jul,551,5,-1,0,unknown,no
34,technician,married,tertiary,no,823,no,no,cellular,3,feb,178,3,161,5,other,no
60,retired,married,unknown,no,1396,no,yes,cellular,26,aug,104,2,-1,0,unknown,no
27,blue-collar,married,primary,no,713,yes,no,unknown,30,may,152,4,-1,0,unknown,no
34,management,married,tertiary,no,2640,yes,no,cellular,6,may,181,1,-1,0,unknown,no
34,admin.,single,secondary,no,0,yes,no,unknown,6,may,150,1,-1,0,unknown,no
28,technician,married,secondary,no,-579,yes,yes,cellular,9,feb,84,2,-1,0,unknown,no
52,admin.,married,secondary,no,1746,no,no,cellular,30,jul,142,9,-1,0,unknown,no
54,technician,married,secondary,no,0,no,no,telephone,5,feb,744,3,-1,0,unknown,yes
53,admin.,married,secondary,no,3765,no,no,unknown,20,jun,1094,3,-1,0,unknown,yes
45,unknown,married,unknown,no,19706,yes,no,cellular,3,feb,419,3,-1,0,unknown,no
30,services,divorced,secondary,no,1016,yes,no,unknown,29,may,14,1,-1,0,unknown,no
33,blue-collar,married,tertiary,no,22,yes,no,unknown,27,may,375,1,-1,0,unknown,no
39,technician,married,secondary,no,0,no,no,cellular,4,aug,281,3,-1,0,unknown,no
90,retired,divorced,primary,no,712,no,no,telephone,3,mar,557,1,-1,0,unknown,yes
32,services,single,secondary,no,335,yes,yes,unknown,4,jul,99,1,-1,0,unknown,no
43,admin.,single,unknown,no,87,yes,no,unknown,7,may,328,2,-1,0,unknown,no
27,admin.,single,secondary,no,261,yes,yes,cellular,3,jun,592,4,-1,0,unknown,yes
30,blue-collar,married,primary,no,25,yes,no,cellular,13,may,51,1,-1,0,unknown,no
42,housemaid,married,primary,no,1,yes,no,telephone,28,jul,59,5,-1,0,unknown,no
54,blue-collar,married,primary,no,162,yes,no,cellular,6,may,184,1,-1,0,unknown,no
39,unemployed,married,tertiary,no,201,no,no,cellular,3,jun,699,1,119,1,failure,yes
31,self-employed,married,tertiary,no,3,yes,no,cellular,29,jul,215,4,-1,0,unknown,no
40,management,single,tertiary,no,3840,yes,no,cellular,24,sep,232,2,409,2,success,yes
69,technician,married,tertiary,no,482,no,no,cellular,29,jul,478,1,267,1,failure,yes
45,technician,married,secondary,no,1118,yes,no,telephone,22,jul,27,1,-1,0,unknown,no
37,management,single,tertiary,no,3141,no,no,cellular,4,may,384,2,-1,0,unknown,yes
49,entrepreneur,divorced,unknown,yes,-701,yes,no,cellular,30,jul,988,2,-1,0,unknown,yes
29,management,married,tertiary,no,8,yes,no,cellular,14,may,41,2,-1,0,unknown,no
39,management,single,tertiary,no,3281,no,no,unknown,9,jun,90,4,-1,0,unknown,no
32,management,married,tertiary,no,4,no,no,cellular,22,aug,195,4,-1,0,unknown,no
54,retired,single,primary,no,466,no,no,cellular,5,jun,151,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,24,no,yes,cellular,27,aug,168,3,-1,0,unknown,no
51,management,married,tertiary,no,0,yes,yes,unknown,29,may,410,5,-1,0,unknown,no
40,services,married,secondary,no,193,yes,yes,cellular,7,jul,190,1,-1,0,unknown,no
35,technician,married,secondary,no,294,yes,no,cellular,9,mar,301,1,90,4,success,yes
32,management,married,tertiary,no,258,yes,yes,cellular,18,nov,197,1,-1,0,unknown,no
73,retired,married,tertiary,no,1641,yes,no,cellular,27,feb,49,2,-1,0,unknown,yes
47,technician,married,secondary,no,0,yes,no,cellular,25,may,234,1,-1,0,unknown,no
48,entrepreneur,married,tertiary,yes,-392,no,no,cellular,31,jul,725,4,-1,0,unknown,yes
54,unknown,married,primary,no,981,no,no,cellular,22,aug,651,12,-1,0,unknown,no
34,housemaid,married,secondary,no,1969,no,no,cellular,7,aug,252,4,-1,0,unknown,no
48,retired,single,primary,no,0,no,no,unknown,20,jun,9,16,-1,0,unknown,no
43,management,divorced,tertiary,no,0,no,no,cellular,20,nov,154,2,-1,0,unknown,no
30,blue-collar,married,primary,no,2607,yes,no,unknown,28,may,158,10,-1,0,unknown,no
40,technician,married,secondary,no,1819,no,no,cellular,16,sep,169,1,103,2,failure,no
44,services,married,secondary,no,191,yes,yes,cellular,7,may,490,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,2039,yes,no,cellular,8,may,729,1,-1,0,unknown,yes
54,management,divorced,tertiary,no,5475,no,no,cellular,21,oct,1032,1,91,4,success,yes
74,retired,divorced,primary,no,29080,no,no,cellular,30,jun,301,5,93,4,other,yes
48,retired,married,secondary,no,74,no,yes,unknown,6,may,315,1,-1,0,unknown,no
40,admin.,single,unknown,no,358,yes,no,unknown,2,jun,350,1,-1,0,unknown,no
50,entrepreneur,divorced,tertiary,no,1790,no,yes,cellular,6,feb,748,3,-1,0,unknown,no
38,technician,divorced,secondary,no,5733,yes,no,cellular,12,may,173,8,278,4,failure,no
39,blue-collar,married,primary,no,70,no,no,unknown,8,may,813,1,-1,0,unknown,yes
43,technician,married,tertiary,no,4333,yes,no,cellular,20,nov,1490,3,-1,0,unknown,yes
34,blue-collar,married,secondary,no,237,yes,no,cellular,14,may,115,3,-1,0,unknown,no
61,self-employed,married,tertiary,no,10861,no,no,cellular,26,jul,336,2,259,3,success,yes
33,technician,single,tertiary,no,231,yes,no,unknown,27,may,198,2,-1,0,unknown,no
29,technician,married,secondary,no,8,no,no,unknown,7,may,113,1,-1,0,unknown,no
31,services,single,secondary,no,1629,yes,no,unknown,19,may,344,2,-1,0,unknown,no
26,admin.,single,secondary,no,1099,no,no,cellular,15,jan,99,2,225,13,other,no
40,blue-collar,married,secondary,no,598,yes,no,cellular,31,jul,90,5,-1,0,unknown,no
65,admin.,married,secondary,no,952,no,no,cellular,6,sep,255,1,96,1,success,yes
31,management,single,tertiary,no,533,no,no,cellular,11,feb,144,1,91,9,success,yes
43,blue-collar,married,primary,no,487,yes,no,unknown,7,may,548,2,-1,0,unknown,no
44,technician,married,tertiary,no,964,no,no,cellular,29,jul,158,2,-1,0,unknown,no
54,blue-collar,married,primary,no,946,no,no,cellular,27,aug,116,9,-1,0,unknown,no
35,management,married,tertiary,no,8000,no,no,cellular,13,may,331,1,90,3,success,yes
77,retired,married,tertiary,no,0,no,no,cellular,16,oct,847,1,60,1,success,yes
33,admin.,married,secondary,no,1737,no,no,cellular,14,aug,228,2,106,2,failure,no
27,services,single,secondary,no,-266,no,yes,cellular,10,jul,162,6,-1,0,unknown,no
55,technician,married,unknown,no,240,yes,no,cellular,2,aug,108,3,277,1,success,yes
38,entrepreneur,married,unknown,no,259,no,no,cellular,18,nov,63,1,-1,0,unknown,no
75,retired,married,secondary,no,3771,no,no,telephone,16,oct,186,1,183,1,failure,yes
67,retired,married,tertiary,no,701,no,no,cellular,6,aug,254,2,-1,0,unknown,yes
42,management,divorced,tertiary,no,826,no,no,telephone,29,jul,316,3,-1,0,unknown,no
33,technician,married,secondary,no,3243,no,no,cellular,12,aug,439,4,-1,0,unknown,yes
31,admin.,single,secondary,no,431,yes,yes,unknown,20,may,1045,1,-1,0,unknown,yes
33,management,married,tertiary,no,85,yes,no,cellular,22,jul,702,2,-1,0,unknown,no
29,blue-collar,single,primary,no,213,yes,no,unknown,6,jun,2653,3,-1,0,unknown,yes
26,management,single,tertiary,no,2506,no,no,cellular,18,aug,134,1,82,3,failure,no
46,admin.,married,secondary,no,1934,no,yes,unknown,15,may,240,1,-1,0,unknown,no
29,management,single,tertiary,no,572,yes,no,telephone,8,nov,319,1,-1,0,unknown,yes
46,management,divorced,tertiary,no,461,no,no,cellular,30,dec,369,2,-1,0,unknown,yes
30,management,single,tertiary,no,136,yes,no,unknown,23,may,152,1,-1,0,unknown,no
48,services,single,secondary,no,561,yes,no,cellular,12,may,214,1,358,2,other,no
22,student,single,secondary,no,1522,no,no,cellular,30,oct,368,2,-1,0,unknown,yes
38,technician,married,tertiary,no,536,no,no,cellular,20,aug,360,4,-1,0,unknown,no
36,blue-collar,married,secondary,no,249,yes,no,cellular,15,may,709,5,-1,0,unknown,yes
52,services,married,primary,no,-585,yes,yes,unknown,27,may,201,2,-1,0,unknown,no
38,admin.,single,secondary,no,902,yes,no,telephone,31,jul,58,13,-1,0,unknown,no
46,admin.,divorced,primary,no,429,yes,no,cellular,26,apr,465,2,369,2,success,yes
36,services,married,secondary,no,0,yes,no,cellular,30,jul,54,12,-1,0,unknown,no
44,management,married,tertiary,no,167,no,no,cellular,27,apr,96,2,-1,0,unknown,no
29,management,married,tertiary,no,10576,no,no,unknown,15,may,1224,2,-1,0,unknown,yes
41,services,married,secondary,no,650,yes,no,cellular,7,jul,149,5,-1,0,unknown,no
26,blue-collar,single,secondary,no,82,yes,no,unknown,9,may,654,1,-1,0,unknown,yes
56,technician,married,secondary,no,589,yes,no,unknown,29,may,535,2,-1,0,unknown,yes
59,entrepreneur,married,tertiary,no,-23,no,yes,cellular,20,aug,195,7,-1,0,unknown,no
29,student,single,tertiary,no,652,yes,no,cellular,22,jul,285,1,-1,0,unknown,no
33,admin.,married,secondary,no,616,no,no,unknown,6,sep,35,1,-1,0,unknown,no
37,management,married,tertiary,no,0,yes,no,unknown,9,may,59,1,-1,0,unknown,no
40,blue-collar,single,secondary,no,436,yes,no,unknown,5,may,231,3,-1,0,unknown,no
56,blue-collar,married,secondary,no,876,yes,no,telephone,18,may,93,2,-1,0,unknown,no
43,management,married,tertiary,no,1258,no,no,unknown,20,oct,312,1,-1,0,unknown,yes
50,management,divorced,tertiary,no,810,no,no,cellular,4,jun,510,3,-1,0,unknown,yes
45,admin.,single,secondary,no,-342,no,yes,unknown,30,jun,158,1,-1,0,unknown,no
39,management,married,tertiary,no,-1212,yes,no,unknown,16,jun,26,18,-1,0,unknown,no
51,blue-collar,married,secondary,no,7180,yes,no,unknown,14,may,927,1,-1,0,unknown,yes
39,management,married,tertiary,no,0,no,no,cellular,28,aug,93,25,-1,0,unknown,no
60,retired,divorced,primary,no,95,no,yes,unknown,27,jun,244,1,-1,0,unknown,no
27,services,single,secondary,no,195,yes,no,cellular,25,feb,416,3,-1,0,unknown,yes
24,student,single,secondary,no,1234,no,no,cellular,21,jul,314,1,156,2,success,yes
38,technician,married,secondary,no,508,yes,no,unknown,27,may,565,2,-1,0,unknown,no
43,services,married,secondary,no,978,yes,yes,unknown,26,may,82,2,-1,0,unknown,no
24,blue-collar,single,secondary,no,578,yes,no,cellular,17,apr,385,5,-1,0,unknown,no
43,services,married,primary,no,2557,yes,no,telephone,15,apr,165,2,327,3,failure,yes
43,blue-collar,divorced,primary,no,1260,no,yes,unknown,6,jun,17,4,-1,0,unknown,no
49,services,married,secondary,no,388,no,no,telephone,31,jul,1032,4,-1,0,unknown,yes
59,retired,married,secondary,no,8107,no,no,unknown,30,may,210,1,-1,0,unknown,no
33,admin.,married,secondary,no,796,yes,no,telephone,6,apr,216,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,831,4,-1,0,unknown,no
56,technician,divorced,unknown,no,1939,yes,no,cellular,30,jul,121,3,-1,0,unknown,no
29,management,single,tertiary,no,985,yes,no,cellular,23,jul,396,2,-1,0,unknown,yes
53,retired,married,secondary,no,665,yes,no,cellular,22,apr,371,2,-1,0,unknown,yes
19,student,single,secondary,no,526,no,no,cellular,1,jul,174,1,199,3,failure,no
43,admin.,married,secondary,no,2271,no,no,telephone,10,nov,524,1,-1,0,unknown,yes
41,blue-collar,married,primary,no,89,yes,no,cellular,15,may,58,3,359,2,other,no
23,student,single,tertiary,no,691,no,no,cellular,27,may,1178,1,178,6,success,yes
33,management,married,tertiary,no,158,no,no,cellular,6,feb,192,2,-1,0,unknown,yes
34,admin.,married,secondary,no,393,yes,no,cellular,18,may,222,4,355,1,failure,no
26,blue-collar,married,secondary,no,160,yes,no,cellular,18,may,252,4,-1,0,unknown,no
47,self-employed,married,primary,no,574,yes,no,cellular,20,nov,137,5,-1,0,unknown,no
43,blue-collar,single,secondary,no,615,no,no,cellular,14,jul,97,4,-1,0,unknown,no
55,technician,married,unknown,no,851,yes,no,cellular,30,jan,138,1,270,2,failure,no
75,retired,married,primary,no,1765,no,no,telephone,14,sep,808,1,187,4,failure,yes
38,blue-collar,married,secondary,no,1434,no,no,unknown,6,jun,396,4,-1,0,unknown,no
58,retired,married,primary,no,10628,no,no,cellular,30,jul,189,4,-1,0,unknown,no
36,self-employed,married,tertiary,no,943,no,no,cellular,20,nov,115,3,-1,0,unknown,no
28,admin.,single,secondary,no,352,yes,yes,cellular,18,may,431,1,-1,0,unknown,yes
59,retired,married,secondary,no,2467,no,no,cellular,20,nov,972,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,-461,no,no,unknown,23,may,339,1,-1,0,unknown,no
50,technician,married,secondary,no,-353,yes,yes,cellular,18,nov,162,1,175,2,failure,no
29,technician,single,tertiary,no,3,yes,no,unknown,7,may,359,1,-1,0,unknown,no
45,blue-collar,single,primary,no,92,no,yes,cellular,25,jul,99,7,-1,0,unknown,no
31,management,married,tertiary,no,156,no,no,cellular,13,aug,657,7,-1,0,unknown,yes
36,unemployed,single,primary,no,0,yes,no,telephone,7,jul,63,6,-1,0,unknown,no
35,technician,single,secondary,yes,-30,no,no,cellular,28,aug,32,2,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,1076,yes,no,cellular,5,feb,136,10,-1,0,unknown,yes
34,management,married,secondary,no,56,yes,no,cellular,20,nov,311,3,183,1,failure,no
49,self-employed,married,tertiary,no,1791,no,no,cellular,25,sep,139,1,-1,0,unknown,no
22,admin.,single,secondary,no,33,no,no,cellular,12,feb,369,1,-1,0,unknown,yes
32,services,married,secondary,no,1129,yes,no,cellular,15,apr,903,2,341,2,failure,yes
44,management,married,tertiary,no,58,yes,no,cellular,17,nov,48,1,126,3,failure,no
47,technician,married,tertiary,no,282,yes,no,unknown,16,may,433,1,-1,0,unknown,no
27,technician,single,tertiary,no,149,no,yes,cellular,30,jan,283,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,426,yes,no,unknown,2,jun,59,3,-1,0,unknown,no
30,services,single,unknown,no,138,yes,no,cellular,20,apr,187,1,-1,0,unknown,no
50,management,married,tertiary,no,2809,yes,no,cellular,13,may,200,2,259,9,failure,no
34,blue-collar,single,secondary,no,2764,yes,no,cellular,13,may,158,1,357,1,failure,no
26,blue-collar,married,primary,no,595,yes,yes,cellular,18,may,222,3,-1,0,unknown,no
35,self-employed,married,tertiary,no,2427,no,no,cellular,12,aug,175,3,31,10,success,yes
54,management,divorced,tertiary,no,487,yes,no,unknown,21,may,828,4,-1,0,unknown,yes
26,technician,single,tertiary,no,515,no,no,cellular,31,may,775,1,-1,0,unknown,yes
36,blue-collar,married,secondary,no,2894,yes,no,cellular,17,jul,747,1,-1,0,unknown,no
33,services,married,secondary,no,1076,no,no,cellular,7,aug,88,1,259,4,failure,no
26,services,single,secondary,no,-90,no,yes,cellular,8,jul,240,1,-1,0,unknown,no
26,management,single,tertiary,no,3944,yes,no,cellular,14,may,974,2,-1,0,unknown,yes
34,services,married,secondary,no,703,no,no,cellular,17,apr,282,2,150,2,failure,no
35,services,single,secondary,no,918,yes,no,unknown,29,may,178,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,-208,yes,no,cellular,15,may,136,3,359,2,failure,no
35,management,single,tertiary,no,1162,no,no,cellular,30,apr,175,1,-1,0,unknown,yes
24,student,single,secondary,no,139,no,no,cellular,9,sep,430,4,-1,0,unknown,yes
28,technician,single,secondary,no,5763,no,yes,cellular,5,mar,196,2,-1,0,unknown,yes
27,services,single,secondary,no,331,yes,no,unknown,13,may,203,2,-1,0,unknown,no
47,services,married,secondary,no,-553,yes,no,cellular,13,may,8,7,-1,0,unknown,no
40,entrepreneur,divorced,tertiary,no,1225,yes,no,cellular,11,jul,919,2,-1,0,unknown,no
31,management,married,tertiary,no,1331,no,no,cellular,3,feb,182,2,90,1,success,yes
34,blue-collar,single,primary,no,2146,yes,no,unknown,13,may,138,1,-1,0,unknown,no
34,housemaid,married,primary,no,-1,yes,no,cellular,9,jul,272,1,-1,0,unknown,no
56,blue-collar,married,secondary,no,302,no,yes,cellular,4,aug,378,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,239,yes,no,cellular,18,may,666,1,360,1,success,yes
32,services,married,secondary,no,0,yes,no,cellular,28,jul,36,5,-1,0,unknown,no
37,entrepreneur,married,secondary,no,209,yes,no,cellular,17,apr,100,1,-1,0,unknown,no
43,technician,divorced,unknown,no,4389,no,no,telephone,2,jul,632,2,85,1,success,yes
41,retired,single,primary,no,0,no,no,cellular,8,may,239,1,368,2,failure,no
33,management,married,tertiary,no,1412,no,no,cellular,6,feb,433,2,-1,0,unknown,no
52,blue-collar,married,primary,no,1949,no,no,cellular,14,aug,108,2,-1,0,unknown,no
32,housemaid,single,tertiary,no,93,no,no,cellular,23,jul,495,2,-1,0,unknown,no
34,student,single,tertiary,no,873,yes,no,cellular,7,aug,267,2,-1,0,unknown,no
51,self-employed,married,secondary,no,-201,no,yes,cellular,9,jul,153,2,-1,0,unknown,no
38,services,married,secondary,no,5293,yes,no,cellular,11,may,475,1,171,6,failure,yes
43,unemployed,married,tertiary,no,0,no,no,cellular,16,jul,745,1,281,1,failure,yes
61,retired,married,secondary,no,243,no,no,cellular,20,apr,194,1,-1,0,unknown,yes
62,management,married,tertiary,no,10373,no,no,cellular,12,aug,344,3,-1,0,unknown,no
31,unemployed,married,secondary,no,6,no,no,cellular,4,jun,121,4,-1,0,unknown,yes
37,blue-collar,single,secondary,no,336,yes,no,unknown,12,may,152,5,-1,0,unknown,no
44,blue-collar,divorced,secondary,no,-184,yes,no,cellular,18,nov,825,2,154,3,other,no
36,blue-collar,married,primary,no,828,no,no,cellular,13,may,1512,1,345,8,failure,yes
57,admin.,married,secondary,no,340,no,yes,cellular,31,jul,167,2,-1,0,unknown,no
54,technician,married,secondary,no,3323,yes,yes,cellular,8,apr,59,3,-1,0,unknown,no
43,management,married,secondary,no,2115,yes,no,cellular,18,nov,102,1,-1,0,unknown,no
42,admin.,married,secondary,no,874,yes,no,cellular,7,may,176,1,287,2,other,no
46,technician,divorced,secondary,no,1,yes,yes,unknown,26,may,200,3,-1,0,unknown,no
30,unemployed,divorced,tertiary,no,1718,yes,no,cellular,21,nov,73,4,126,2,failure,no
34,technician,married,secondary,no,-1490,yes,yes,cellular,7,may,219,1,-1,0,unknown,no
31,management,single,tertiary,no,533,no,no,cellular,12,nov,90,3,93,6,success,yes
71,retired,divorced,secondary,no,4380,no,no,cellular,22,sep,369,1,-1,0,unknown,yes
36,blue-collar,single,primary,no,736,yes,no,cellular,16,apr,114,2,304,2,failure,no
46,technician,married,secondary,no,292,no,yes,cellular,28,aug,7,13,-1,0,unknown,no
53,housemaid,married,secondary,no,736,yes,no,unknown,20,may,535,1,-1,0,unknown,no
57,retired,divorced,tertiary,no,5253,no,no,unknown,18,jun,235,3,-1,0,unknown,no
59,retired,divorced,primary,no,20,no,no,cellular,10,jul,298,1,-1,0,unknown,no
34,technician,married,secondary,no,5553,yes,no,cellular,21,nov,798,2,182,5,failure,no
31,blue-collar,married,secondary,no,152,yes,yes,cellular,8,jul,831,1,-1,0,unknown,yes
42,entrepreneur,married,tertiary,no,1654,no,no,unknown,17,jun,116,1,-1,0,unknown,no
33,technician,single,tertiary,no,3255,no,no,telephone,14,aug,214,4,-1,0,unknown,no
32,student,single,tertiary,no,1138,no,no,cellular,4,may,214,3,83,3,success,yes
41,technician,married,secondary,no,0,no,no,unknown,20,jun,850,3,-1,0,unknown,no
28,management,married,secondary,no,292,yes,no,unknown,28,may,507,1,-1,0,unknown,yes
40,blue-collar,married,secondary,no,3131,yes,no,cellular,24,jul,401,1,-1,0,unknown,no
26,admin.,single,secondary,no,0,yes,no,cellular,13,may,204,3,-1,0,unknown,no
32,blue-collar,single,secondary,no,-691,yes,yes,unknown,2,jun,53,1,-1,0,unknown,no
31,services,single,secondary,no,181,no,no,cellular,12,aug,182,1,104,1,success,yes
54,self-employed,divorced,primary,no,351,yes,no,unknown,6,jun,642,2,-1,0,unknown,yes
44,technician,single,secondary,no,33,yes,no,cellular,13,may,195,3,351,10,failure,no
35,technician,divorced,tertiary,no,0,yes,no,unknown,15,may,759,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,0,no,no,cellular,5,may,113,2,-1,0,unknown,no
33,blue-collar,married,primary,no,5,yes,no,cellular,17,apr,1007,2,-1,0,unknown,yes
36,technician,single,secondary,no,2511,yes,no,cellular,16,apr,700,5,-1,0,unknown,yes
69,retired,single,tertiary,no,2144,no,no,cellular,29,jul,417,1,184,4,success,yes
55,unknown,married,tertiary,no,0,no,no,unknown,5,jun,38,1,-1,0,unknown,no
23,housemaid,single,secondary,no,650,yes,no,cellular,14,may,136,1,367,4,failure,no
49,management,married,tertiary,no,2187,no,no,cellular,25,nov,92,2,-1,0,unknown,no
